"","ID","DemAffl","DemAge","DemClusterGroup","DemGender","DemReg","DemTVReg","PromClass","PromSpend","PromTime","TargetBuy"
"20502",48164722,9,79,"C","M","North","Yorkshire","Silver",3000,2,0
"20503",48165729,8,62,"B","F","Midlands","East","Gold",6400,5,0
"20504",48166229,NA,72,"F","F","Midlands","East","Silver",2500.01,28,0
"20505",48167802,6,51,"F","M","North","Yorkshire","Silver",3000,3,1
"20506",48169961,11,52,"C","F","North","N West","Silver",1000,4,0
"20507",48173489,13,57,"B","M","Midlands","Wales & West","Gold",6107.64,6,0
"20508",48174515,3,47,"F","F","South East","London","Tin",0.01,6,0
"20509",48176615,7,71,"D","U","North","N West","Silver",3656.2,NA,0
"20510",48179789,9,20,"D","F","North","N West","Silver",1000,2,0
"20511",48180299,9,32,"E","M","Midlands","Wales & West","Platinum",22209.96,2,1
"20512",48180825,16,NA,"E","M","North","Yorkshire","Silver",13.77,2,1
"20513",48183972,10,50,"E","M","Midlands","East","Tin",0.01,5,0
"20514",48184499,10,63,"D","F","South West","S West","Silver",550,14,0
"20515",48186599,10,33,"B","F","South East","London","Silver",0.02,4,1
"20516",48187633,9,41,"D","F","South East","London","Tin",0.01,4,0
"20517",48191266,NA,32,"A","F","Scottish","C Scotland","Gold",5251.86,12,1
"20518",48191770,1,60,"B","missing","North","Yorkshire","Gold",6053.34,4,0
"20519",48193374,9,42,"D","F","South East","London","Tin",0.01,4,0
"20520",48196470,5,49,"A","F","South East","London","Tin",0.01,5,0
"20521",48197990,9,NA,"C","U","South East","London","Tin",0.01,7,1
"20522",48199020,8,NA,"B","F","Midlands","Midlands","Tin",0.01,9,0
"20523",48210171,11,78,"B","M","South West","S West","Gold",6000,4,1
"20524",48211712,10,51,"D","M","Midlands","Wales & West","Tin",0.01,8,1
"20525",48212220,5,34,"F","F","Midlands","Midlands","Tin",0.01,5,0
"20526",48217010,15,58,"C","missing","North","Yorkshire","Platinum",20374.82,3,1
"20527",48217524,10,38,"C","F","South East","London","Silver",410,2,1
"20528",48218563,6,39,"D","F","missing","missing","Tin",0.01,5,0
"20529",48220606,9,73,"F","U","South East","S & S East","Gold",6000,9,0
"20530",48226345,13,68,"C","F","North","N East","Silver",3052.66,7,0
"20531",48230490,8,48,"D","U","South East","London","Tin",0.01,8,0
"20532",48236197,8,57,"A","F","South East","London","Silver",600,9,0
"20533",48237223,7,65,"B","U","South East","London","Silver",1500,9,0
"20534",48237720,6,65,"D","missing","Scottish","N Scot","Tin",0.01,5,0
"20535",48240348,8,68,"B","M","Midlands","Midlands","Gold",8100,8,0
"20536",48242391,7,NA,"D","U","North","N East","Silver",720.01,5,0
"20537",48243410,12,37,"D","M","South East","London","Gold",6105.32,7,1
"20538",48252800,7,61,"B","missing","South East","London","Tin",0.01,9,0
"20539",48253806,6,71,"C","F","Midlands","Wales & West","Gold",6000,2,0
"20540",48254934,13,31,"E","F","South East","London","Silver",3000,3,1
"20541",48257577,14,61,"F","U","Midlands","East","Silver",1000,5,0
"20542",48260667,8,29,"F","F","South East","London","Silver",500,9,1
"20543",48265235,9,NA,"B","M","Scottish","C Scotland","Silver",4500,7,0
"20544",48266770,7,40,"C","F","South East","S & S East","Tin",0.01,4,0
"20545",48267866,7,23,"D","F","South East","S & S East","Silver",1000,4,1
"20546",48269435,5,36,"E","F","Scottish","C Scotland","Silver",1000,5,1
"20547",48280811,9,49,"F","M","North","Yorkshire","Silver",600,9,0
"20548",48282873,8,53,"B","M","Midlands","Midlands","Tin",0.01,2,0
"20549",48285414,6,70,"B","M","Midlands","East","Silver",5000,9,0
"20550",48289622,17,54,"D","M","South East","London","Gold",6053.35,19,0
"20551",48293778,4,62,"F","F","South East","London","Tin",0.01,4,0
"20552",48298435,NA,53,"C","F","South East","London","Silver",5000,8,1
"20553",48304702,12,64,"F","F","Midlands","East","Silver",3000,8,0
"20554",48306284,9,27,"E","F","Midlands","East","Tin",0.01,5,1
"20555",48307329,NA,32,"E","F","South East","London","Silver",720,1,1
"20556",48309348,8,78,"A","missing","South East","London","Gold",6000,2,0
"20557",48310400,8,28,"F","M","South East","London","Tin",0.01,5,0
"20558",48310907,8,33,"C","M","Midlands","Midlands","Tin",0.01,8,0
"20559",48315607,7,50,"C","F","South East","London","Tin",0.01,11,0
"20560",48323324,4,63,"F","U","South East","S & S East","Silver",660,5,0
"20561",48326480,9,27,"F","F","North","N East","Tin",0.01,5,1
"20562",48329063,9,59,"F","M","Midlands","East","Gold",15053.35,5,1
"20563",48334695,NA,43,"E","M","South East","London","Silver",0.02,4,0
"20564",48335195,12,47,"B","missing","South East","London","Gold",14053.35,14,0
"20565",48335373,14,61,"E","F","Midlands","Midlands","Silver",4000,1,1
"20566",48339352,14,46,"C","F","Midlands","Midlands","Silver",4800,4,1
"20567",48342477,7,NA,"D","F","Midlands","East","Silver",610,9,0
"20568",48344526,9,NA,"B","F","Midlands","Wales & West","Gold",6105.32,7,1
"20569",48351867,11,NA,"F","F","South East","London","Silver",2650,5,1
"20570",48352383,8,52,"D","F","Midlands","Midlands","Tin",0.01,7,0
"20571",48361269,13,41,"C","F","South East","London","Tin",0.01,8,1
"20572",48363857,9,39,"C","F","South East","London","Silver",300,2,0
"20573",48364888,10,67,"missing","F","North","N West","Silver",3000,8,1
"20574",48370071,9,30,"D","F","South East","London","Silver",420,7,0
"20575",48371078,11,38,"B","U","North","Yorkshire","Silver",1000,4,1
"20576",48376240,7,52,"C","F","North","Yorkshire","Gold",6000,6,0
"20577",48376770,3,56,"D","F","North","N East","Silver",2850.49,5,0
"20578",48380450,9,49,"F","M","South East","S & S East","Silver",2000,4,0
"20579",48387284,2,51,"F","F","Midlands","Midlands","Gold",6000,1,0
"20580",48387926,10,38,"F","M","South East","London","Gold",9053.35,9,1
"20581",48388981,20,37,"F","missing","South East","S & S East","Tin",0.01,5,1
"20582",48396330,7,57,"E","M","South East","London","Tin",0.01,9,0
"20583",48397336,8,43,"C","F","South East","London","Tin",0.01,1,1
"20584",48402461,9,45,"C","F","South East","London","Silver",1000,1,0
"20585",48412220,7,61,"C","missing","Midlands","Midlands","Gold",6000,1,0
"20586",48413722,NA,34,"D","M","South East","London","Tin",0.01,5,0
"20587",48416802,11,NA,"B","F","Scottish","C Scotland","Silver",1500,9,0
"20588",48423060,7,50,"C","U","North","N West","Gold",6000,13,0
"20589",48424600,5,47,"D","F","South East","London","Tin",0.01,5,0
"20590",48429386,10,66,"B","F","Midlands","Midlands","Platinum",23000,8,1
"20591",48435637,10,53,"B","F","South East","London","Gold",5965.85,6,1
"20592",48438709,13,NA,"B","M","South East","London","Silver",2000,1,0
"20593",48449085,NA,51,"E","F","South East","S & S East","Silver",2000,8,1
"20594",48449603,7,45,"D","missing","Midlands","Wales & West","Tin",0.01,5,0
"20595",48454763,3,56,"F","missing","North","N East","Gold",6000,2,0
"20596",48456782,10,40,"E","M","North","N West","Silver",3000,5,0
"20597",48457304,10,45,"missing","missing","North","N West","Silver",600,4,0
"20598",48457819,12,41,"B","U","South East","London","Tin",0.01,8,0
"20599",48458327,11,42,"B","F","North","Yorkshire","Silver",456.01,5,1
"20600",48460895,9,38,"D","F","North","Yorkshire","Silver",960,1,1
"20601",48462405,9,75,"D","F","South East","London","Platinum",20338.72,3,0
"20602",48466010,7,46,"E","F","South East","S & S East","Silver",2020.01,5,0
"20603",48481922,4,69,"C","M","South East","London","Silver",2000,1,0
"20604",48483445,13,78,"C","M","Midlands","Midlands","Gold",16553.35,5,1
"20605",48487106,16,73,"D","F","Midlands","Midlands","Silver",4035.57,9,0
"20606",48488633,11,54,"B","missing","South East","London","Tin",0.01,8,0
"20607",48491723,7,57,"F","F","North","N West","Silver",3500,9,0
"20608",48498892,NA,52,"C","M","North","N West","Silver",50,11,0
"20609",48499910,8,31,"D","M","Midlands","Wales & West","Silver",75.01,5,0
"20610",48500455,8,45,"D","F","South West","S West","Silver",5000,1,0
"20611",48505562,4,53,"C","missing","North","N East","Silver",3050,8,0
"20612",48511635,8,36,"D","F","South East","London","Tin",0.01,4,1
"20613",48512640,7,NA,"B","F","Scottish","Border","Gold",6000,17,0
"20614",48513140,8,52,"D","F","Midlands","Midlands","Silver",2040,5,0
"20615",48518290,18,38,"F","F","Midlands","Wales & West","Tin",0.01,9,1
"20616",48519849,14,39,"D","F","Scottish","C Scotland","Gold",6000,4,1
"20617",48522440,6,79,"C","F","Midlands","Wales & West","Silver",1500,4,1
"20618",48524982,8,38,"E","F","South East","London","Silver",455.01,8,1
"20619",48526543,10,56,"C","F","South East","London","Platinum",50000,3,0
"20620",48527043,NA,43,"D","M","missing","missing","Tin",0.01,8,0
"20621",48527566,8,61,"F","F","North","Yorkshire","Silver",5000,5,0
"20622",48529097,7,73,"B","F","Midlands","East","Gold",17083.75,9,0
"20623",48532187,17,51,"F","F","North","Yorkshire","Tin",0.01,5,1
"20624",48532713,6,58,"B","F","South East","London","Platinum",20573.9,3,1
"20625",48533710,6,43,"D","M","South East","S & S East","Silver",660,12,0
"20626",48535275,2,46,"B","F","South East","S & S East","Gold",6000,2,0
"20627",48537359,NA,64,"D","F","South East","S & S East","Silver",1200,8,1
"20628",48538401,11,45,"F","F","South East","London","Tin",0.01,5,0
"20629",48539955,8,79,"B","U","South East","S & S East","Silver",0.02,9,0
"20630",48541470,NA,45,"D","F","South East","London","Gold",6000,6,0
"20631",48542980,11,63,"A","F","North","N West","Gold",12125.1,5,0
"20632",48556477,6,42,"B","M","Scottish","C Scotland","Tin",0.01,10,0
"20633",48560610,5,51,"C","F","Midlands","East","Gold",6053.35,11,0
"20634",48563252,9,46,"D","F","Midlands","Midlands","Silver",500,8,0
"20635",48564844,12,56,"F","F","Midlands","Wales & West","Gold",12000,2,1
"20636",48568475,9,73,"E","F","Midlands","Wales & West","Gold",8900,8,0
"20637",48569978,14,26,"D","F","Midlands","Wales & West","Silver",4000,6,1
"20638",48573711,7,60,"B","M","South West","S West","Tin",0.01,7,0
"20639",48574211,6,58,"B","missing","South East","London","Silver",5000,5,0
"20640",48576770,7,67,"E","F","Midlands","East","Silver",5000,4,0
"20641",48579388,14,60,"E","F","North","N West","Silver",5000,1,0
"20642",48581498,2,40,"C","M","South East","S & S East","Tin",0.01,4,0
"20643",48588255,6,39,"D","F","South East","London","Tin",0.01,5,1
"20644",48589804,6,43,"B","F","Midlands","Wales & West","Tin",0.01,5,0
"20645",48602673,8,49,"B","M","Midlands","Midlands","Gold",6053.35,7,0
"20646",48604188,12,57,"E","F","Midlands","East","Gold",5300,27,0
"20647",48605680,3,35,"F","missing","Midlands","Midlands","Silver",540,1,0
"20648",48606237,9,65,"B","M","South East","S & S East","Gold",17000,12,0
"20649",48609414,3,51,"F","F","Midlands","East","Silver",480.01,8,0
"20650",48610927,11,79,"A","F","Scottish","C Scotland","Silver",4884.25,31,1
"20651",48613004,13,43,"C","F","North","N West","Silver",50,11,1
"20652",48614027,10,61,"B","F","South East","S & S East","Gold",5900,8,1
"20653",48615031,23,36,"C","M","South East","London","Tin",0.01,5,1
"20654",48617131,10,55,"C","F","South East","London","Gold",12552.66,8,0
"20655",48617662,6,NA,"missing","F","North","N West","Silver",2000,1,1
"20656",48621848,9,51,"C","F","South East","London","Tin",0.01,8,0
"20657",48624928,9,36,"C","F","South East","London","Silver",700,9,1
"20658",48627480,9,75,"C","U","Midlands","Wales & West","Silver",500,27,0
"20659",48631126,9,51,"D","F","South East","S & S East","Gold",6000,2,1
"20660",48635288,19,NA,"C","F","South East","London","Silver",3000,7,0
"20661",48639372,25,37,"E","F","Midlands","Midlands","Silver",3025.99,1,1
"20662",48640400,7,49,"B","M","South East","London","Silver",5000,5,0
"20663",48641920,13,36,"C","M","North","N East","Silver",5000,8,1
"20664",48644503,7,57,"E","F","North","Yorkshire","Gold",6000,2,0
"20665",48653138,3,45,"D","F","South East","S & S East","Tin",0.01,4,0
"20666",48655165,7,53,"E","F","North","N West","Silver",3000,2,0
"20667",48655670,12,75,"D","missing","South East","London","Silver",5000,6,0
"20668",48656218,17,47,"F","M","Midlands","East","Silver",1000,5,0
"20669",48663370,10,74,"C","M","Midlands","East","Gold",6000,15,0
"20670",48664911,5,62,"E","M","South East","London","Tin",0.01,7,0
"20671",48665977,7,78,"F","F","North","Yorkshire","Silver",200,7,0
"20672",48667074,8,61,"B","missing","South East","S & S East","Tin",0.01,5,0
"20673",48668593,NA,33,"E","F","South East","London","Silver",3000,4,1
"20674",48669611,8,41,"F","F","North","Yorkshire","Tin",0.01,5,0
"20675",48672698,8,61,"C","F","South East","S & S East","Tin",0.01,5,0
"20676",48675298,13,45,"F","M","Midlands","Wales & West","Tin",0.01,4,0
"20677",48680968,11,53,"D","M","South East","London","Silver",50,5,0
"20678",48682588,NA,NA,"D","M","Scottish","C Scotland","Silver",3000,8,0
"20679",48686826,11,NA,"A","missing","South East","London","Tin",0.01,8,0
"20680",48688853,7,70,"B","M","South East","S & S East","Gold",10000,5,0
"20681",48696104,10,51,"C","U","missing","missing","Silver",600,4,0
"20682",48697674,13,45,"B","F","South West","S West","Tin",0.01,5,0
"20683",48702848,7,52,"A","M","South East","London","Gold",6000,2,0
"20684",48703380,8,38,"E","F","Scottish","N Scot","Tin",0.01,4,1
"20685",48704913,2,49,"E","F","North","N West","Silver",2000,5,0
"20686",48705430,13,69,"E","missing","Midlands","Midlands","Gold",6000,5,0
"20687",48705944,9,25,"C","F","South East","S & S East","Silver",500,8,0
"20688",48708030,5,77,"D","F","Scottish","C Scotland","Gold",7000,9,0
"20689",48709583,4,70,"F","F","South East","London","Tin",0.01,4,0
"20690",48711642,7,50,"F","F","Midlands","East","Gold",12990.63,0,0
"20691",48715737,7,43,"B","missing","South East","London","Gold",9000,5,0
"20692",48716270,15,NA,"E","M","Midlands","Midlands","Gold",15000,4,0
"20693",48725023,11,72,"A","U","Midlands","Midlands","Silver",3000,8,1
"20694",48728111,9,72,"C","M","North","Yorkshire","Gold",12816.23,17,0
"20695",48728650,14,40,"D","F","South East","London","Silver",2000,4,1
"20696",48732291,8,32,"F","M","North","Yorkshire","Tin",0.01,5,0
"20697",48740120,9,76,"F","F","Midlands","Midlands","Silver",3000,12,0
"20698",48742270,10,62,"F","F","Midlands","Midlands","Gold",6000,4,0
"20699",48745393,6,63,"A","F","South East","London","Gold",18212.02,9,0
"20700",48746411,11,46,"F","M","Midlands","Wales & West","Tin",0.01,4,0
"20701",48746918,13,NA,"missing","F","Midlands","East","Silver",3000,9,0
"20702",48749453,7,64,"A","F","South East","London","Gold",6000,1,0
"20703",48757073,6,67,"F","F","Scottish","C Scotland","Gold",17000,5,0
"20704",48760740,11,47,"B","F","North","N West","Gold",12000,2,0
"20705",48763308,9,66,"B","M","South East","S & S East","Gold",6000,2,0
"20706",48767389,7,63,"E","U","Midlands","East","Platinum",31000,1,0
"20707",48767893,4,62,"B","M","South East","London","Silver",800,30,0
"20708",48768393,7,41,"F","F","Midlands","Wales & West","Tin",0.01,5,1
"20709",48768890,9,46,"E","U","North","N West","Silver",3000,3,0
"20710",48769900,10,40,"C","missing","North","Yorkshire","Tin",0.01,4,0
"20711",48771416,9,42,"D","M","missing","missing","Gold",7200,11,1
"20712",48779123,12,65,"F","F","North","N East","Silver",2500,1,1
"20713",48782736,9,60,"F","M","North","Yorkshire","Silver",5000,5,1
"20714",48784259,6,31,"E","F","South East","London","Silver",300,9,0
"20715",48787304,9,53,"D","F","South West","S West","Gold",8000,3,0
"20716",48788351,15,NA,"D","F","South East","London","Tin",0.01,4,0
"20717",48790488,10,68,"C","M","Midlands","East","Gold",16852.66,19,0
"20718",48791530,11,62,"B","missing","Midlands","Midlands","Silver",3000,1,1
"20719",48798276,9,67,"A","M","South East","London","Gold",15000,8,0
"20720",48801340,15,50,"D","U","South East","London","Silver",5000,2,0
"20721",48802931,6,48,"B","F","South East","S & S East","Silver",4000,14,0
"20722",48803440,9,59,"C","F","South East","London","Silver",2000,1,1
"20723",48803989,11,NA,"C","F","South East","London","Tin",0.01,7,1
"20724",48804489,3,36,"F","M","Midlands","Midlands","Tin",0.01,5,0
"20725",48806040,8,62,"missing","U","North","N West","Gold",14331.72,7,0
"20726",48806546,7,28,"F","F","South East","London","Tin",0.01,8,0
"20727",48808581,7,NA,"missing","F","South East","S & S East","Tin",0.01,8,0
"20728",48811620,13,53,"C","missing","Midlands","East","Silver",100,1,0
"20729",48815693,10,34,"F","F","South East","London","Tin",0.01,8,1
"20730",48820263,3,51,"B","F","South East","London","Gold",9000,1,0
"20731",48820760,6,51,"A","F","North","N East","Gold",6000,5,0
"20732",48822304,8,51,"C","F","Midlands","Wales & West","Tin",0.01,4,0
"20733",48824820,NA,76,"A","F","South East","London","Silver",2000,31,0
"20734",48827926,7,79,"B","M","Midlands","East","Silver",480,2,0
"20735",48834213,6,57,"E","M","South East","London","Silver",4000,4,0
"20736",48836763,11,51,"F","F","South East","London","Silver",2933.09,14,0
"20737",48839819,10,58,"D","F","South East","S & S East","Tin",0.01,8,0
"20738",48842879,4,63,"C","F","Midlands","Midlands","Gold",6000,5,0
"20739",48844880,2,77,"E","missing","North","N West","Gold",6000,5,0
"20740",48847897,5,33,"D","F","Midlands","Midlands","Silver",1000,4,1
"20741",48850472,11,76,"B","missing","South West","S West","Platinum",20367.69,3,1
"20742",48853013,12,64,"D","F","Scottish","Border","Silver",2333.01,19,0
"20743",48854079,10,71,"missing","M","Midlands","Ulster","Gold",10000,4,0
"20744",48858708,13,59,"B","M","Midlands","East","Platinum",26000,4,0
"20745",48859739,7,43,"D","F","North","N East","Silver",2000,5,1
"20746",48862357,7,58,"E","F","Midlands","Midlands","Tin",0.01,9,0
"20747",48866514,12,62,"B","M","North","N West","Silver",3000,3,1
"20748",48872697,8,75,"B","M","Scottish","C Scotland","Platinum",20473.13,3,0
"20749",48879829,10,48,"C","M","South East","London","Tin",0.01,8,0
"20750",48885420,7,66,"B","F","Midlands","Midlands","Silver",3000,9,0
"20751",48886450,8,47,"E","F","Midlands","Wales & West","Tin",0.01,7,1
"20752",48893066,8,63,"F","F","Midlands","Wales & West","Tin",0.01,8,0
"20753",48896162,9,43,"D","F","South East","S & S East","Tin",0.01,5,1
"20754",48898750,10,45,"D","M","South East","S & S East","Tin",0.01,10,0
"20755",48902332,8,63,"C","U","South East","S & S East","Silver",3000,2,0
"20756",48906214,6,59,"C","missing","North","Yorkshire","Silver",5000,2,0
"20757",48909019,17,75,"A","F","South East","London","Silver",1000,21,1
"20758",48911064,5,56,"B","F","North","N East","Tin",0.01,5,0
"20759",48923313,9,41,"F","F","South East","London","Tin",0.01,4,0
"20760",48926371,8,34,"F","F","North","N West","Tin",0.01,5,1
"20761",48927904,9,68,"C","M","South East","S & S East","Silver",1000,5,0
"20762",48929931,9,31,"B","F","South East","London","Silver",5000,3,0
"20763",48932460,8,52,"D","M","Midlands","Midlands","Gold",7020,4,0
"20764",48932975,5,54,"B","M","South West","S West","Gold",18212.02,7,0
"20765",48937551,NA,41,"F","U","Scottish","N Scot","Tin",0.01,5,0
"20766",48938078,13,39,"F","F","South East","London","Gold",6000,2,1
"20767",48941117,NA,50,"D","U","North","N West","Silver",200,7,0
"20768",48942628,9,71,"A","M","South East","London","Tin",0.01,20,1
"20769",48947239,7,34,"D","F","South West","S West","Tin",0.01,7,1
"20770",48949266,7,51,"D","F","North","N West","Silver",800,9,0
"20771",48950582,7,62,"B","M","South East","London","Tin",0.01,4,0
"20772",48952836,7,51,"C","F","Midlands","Midlands","Silver",624,7,0
"20773",48953336,2,64,"A","F","Scottish","C Scotland","Tin",0.01,5,0
"20774",48953832,4,45,"C","missing","South East","London","Tin",0.01,9,0
"20775",48954359,12,64,"B","missing","South West","S West","Silver",50.01,11,0
"20776",48957390,9,53,"C","F","Midlands","Midlands","Gold",6000,2,0
"20777",48961495,9,51,"C","F","Midlands","East","Silver",2000,5,0
"20778",48964516,NA,66,"C","F","South East","London","Silver",600,4,0
"20779",48965113,10,NA,"D","F","North","Yorkshire","Silver",2400,1,1
"20780",48965628,12,60,"C","missing","South East","London","Platinum",20384.61,3,0
"20781",48969712,8,37,"C","M","South East","S & S East","Tin",0.01,5,0
"20782",48972764,5,65,"B","F","South East","London","Silver",5000,3,0
"20783",48973787,2,51,"F","F","Scottish","C Scotland","Silver",2500,3,0
"20784",48974295,5,69,"F","F","Scottish","C Scotland","Silver",1500,13,0
"20785",48974805,6,72,"D","F","Midlands","Midlands","Silver",1000,7,0
"20786",48984088,10,71,"B","M","South East","London","Gold",9000,3,0
"20787",48985653,10,76,"A","F","South East","London","Gold",12160.99,7,0
"20788",48989721,6,50,"B","M","Midlands","Midlands","Silver",3000,7,0
"20789",48991807,5,35,"missing","F","South East","S & S East","Tin",0.01,5,1
"20790",48995349,12,53,"E","F","South East","London","Gold",6000,2,0
"20791",48997406,11,72,"B","M","Midlands","Midlands","Silver",480,11,0
"20792",49003030,12,58,"A","F","North","N West","Gold",6000,2,0
"20793",49006071,9,35,"E","F","missing","missing","Silver",40,1,1
"20794",49008600,13,33,"C","F","South East","London","Silver",2500,13,1
"20795",49009127,NA,46,"D","F","North","N West","Tin",0.01,8,1
"20796",49013213,NA,74,"C","F","Midlands","East","Silver",250,9,0
"20797",49016824,8,58,"B","F","South East","London","Tin",0.01,7,1
"20798",49018347,15,59,"B","F","South East","London","Gold",6000,7,0
"20799",49022450,4,72,"D","F","North","Yorkshire","Gold",6000,1,1
"20800",49024983,7,35,"D","F","North","N West","Tin",0.01,4,1
"20801",49025980,4,63,"E","M","North","N West","Gold",6000,1,0
"20802",49027494,9,59,"C","F","Midlands","East","Silver",4884.25,8,1
"20803",49029861,7,40,"F","M","North","N East","Tin",0.01,4,0
"20804",49031661,9,73,"D","M","South East","London","Gold",10080,21,0
"20805",49032684,12,47,"D","F","North","N West","Silver",600,9,0
"20806",49033184,NA,50,"E","M","Midlands","Midlands","Gold",6000,11,0
"20807",49035322,16,44,"F","F","Midlands","Wales & West","Silver",2000,NA,1
"20808",49036337,13,NA,"E","M","Midlands","Midlands","Gold",12025,3,0
"20809",49048602,21,43,"D","F","North","N East","Tin",0.01,5,1
"20810",49052782,6,52,"B","F","North","Yorkshire","Silver",4884.25,8,0
"20811",49054823,12,56,"D","F","Midlands","Midlands","Silver",50,10,1
"20812",49055919,5,70,"A","F","South East","S & S East","Gold",16000,3,0
"20813",49056435,8,59,"D","M","South East","London","Tin",0.01,5,0
"20814",49057466,9,48,"E","M","South East","London","Tin",0.01,5,0
"20815",49057962,6,NA,"E","missing","Midlands","East","Gold",11500,12,0
"20816",49061536,4,56,"F","missing","North","N West","Silver",1800,8,0
"20817",49062567,4,77,"B","M","South East","London","Gold",6000,5,0
"20818",49063067,16,71,"C","missing","South East","S & S East","Silver",780,12,0
"20819",49063571,7,65,"B","U","Midlands","Wales & West","Gold",6053.35,7,0
"20820",49070810,11,39,"E","F","South East","London","Gold",6000,1,1
"20821",49074867,5,68,"D","M","North","Yorkshire","Gold",6000,2,0
"20822",49080972,8,45,"missing","U","Midlands","Ulster","Platinum",30000,2,0
"20823",49082533,13,36,"D","F","South East","London","Tin",0.01,5,1
"20824",49083580,7,57,"E","M","South East","London","Silver",2000,4,0
"20825",49084080,12,69,"F","M","Midlands","Wales & West","Gold",7850,8,0
"20826",49084587,7,46,"C","F","South East","London","Tin",0.01,5,0
"20827",49085605,15,46,"C","F","Scottish","C Scotland","Tin",0.01,9,1
"20828",49095791,11,47,"D","M","Midlands","Wales & West","Silver",5000,6,0
"20829",49096313,7,78,"C","F","South West","S West","Gold",11025.5,11,1
"20830",49098189,10,40,"missing","M","Midlands","Midlands","Tin",0.01,9,0
"20831",49103026,7,46,"D","F","North","N West","Silver",0.02,8,0
"20832",49107110,8,43,"E","U","South East","London","Tin",0.01,7,1
"20833",49109237,NA,27,"F","M","South East","London","Silver",250.01,8,0
"20834",49109768,NA,45,"F","M","North","N East","Tin",0.01,5,0
"20835",49111274,11,NA,"B","F","South East","London","Silver",3000,6,0
"20836",49123434,4,56,"C","F","South East","London","Silver",3200,30,0
"20837",49125470,10,60,"C","F","South East","London","Gold",6000,19,1
"20838",49129084,13,NA,"F","F","South East","London","Tin",0.01,5,0
"20839",49131640,8,46,"D","U","South East","London","Silver",4765.51,8,0
"20840",49134177,11,33,"C","F","North","N West","Silver",4000,2,1
"20841",49136200,13,31,"F","F","South East","London","Silver",50,3,1
"20842",49137214,21,59,"D","F","South East","S & S East","Tin",0.01,8,1
"20843",49142285,11,73,"C","missing","South East","London","Silver",300,16,0
"20844",49147937,5,62,"D","F","Midlands","Midlands","Silver",50,7,0
"20845",49148950,4,75,"A","F","Midlands","East","Silver",100,1,0
"20846",49154968,7,76,"B","F","South East","S & S East","Gold",6000,6,0
"20847",49161530,9,NA,"C","F","South East","London","Gold",6000,1,1
"20848",49162561,11,65,"E","missing","South East","London","Silver",4391.56,18,0
"20849",49164246,3,79,"F","F","Midlands","Wales & West","Gold",6107.64,6,0
"20850",49165900,7,68,"B","M","North","N West","Gold",6000,2,0
"20851",49170637,5,47,"B","M","South East","S & S East","Silver",100,1,0
"20852",49172184,7,51,"F","M","Scottish","N Scot","Tin",0.01,4,0
"20853",49178980,12,52,"B","F","Midlands","East","Gold",8400,8,0
"20854",49182120,9,38,"F","M","North","N East","Silver",1000,9,1
"20855",49183186,7,54,"E","F","Midlands","Midlands","Silver",600,12,0
"20856",49184220,6,NA,"B","F","North","Yorkshire","Gold",8553.34,4,0
"20857",49184743,8,68,"B","missing","Midlands","Midlands","Gold",18971.56,21,0
"20858",49185278,10,72,"B","F","Midlands","Midlands","Silver",3052.66,7,0
"20859",49186401,6,67,"C","F","North","Yorkshire","Silver",50.01,8,0
"20860",49187432,9,45,"F","F","Midlands","Wales & West","Tin",0.01,4,1
"20861",49188463,4,46,"C","U","Midlands","Wales & West","Tin",0.01,8,0
"20862",49190026,11,73,"D","F","South East","London","Platinum",29201.59,9,1
"20863",49209673,11,47,"missing","F","Midlands","Ulster","Tin",0.01,5,1
"20864",49210175,8,55,"D","missing","Midlands","Midlands","Tin",0.01,5,0
"20865",49215339,9,44,"A","F","South East","London","Tin",0.01,5,1
"20866",49216831,7,55,"C","F","North","N West","Platinum",21053.35,1,0
"20867",49220480,11,47,"A","missing","South East","London","Tin",0.01,9,0
"20868",49222041,10,NA,"B","F","South East","London","Gold",5350.99,8,0
"20869",49223056,7,68,"B","M","North","N West","Gold",12000,20,1
"20870",49229810,6,NA,"D","missing","Midlands","Wales & West","Silver",600,7,0
"20871",49236085,15,NA,"C","F","Midlands","Wales & West","Silver",5000,5,1
"20872",49237111,10,49,"F","F","South West","S West","Platinum",32406.61,4,0
"20873",49240317,8,55,"F","F","Midlands","Wales & West","Tin",0.01,4,0
"20874",49246056,10,53,"D","M","South East","London","Silver",3053.82,7,0
"20875",49249411,6,47,"B","F","South East","S & S East","Gold",6000,2,0
"20876",49253230,7,50,"B","M","South East","S & S East","Gold",9000,8,0
"20877",49258453,NA,48,"F","M","South East","S & S East","Silver",2000.01,8,0
"20878",49260482,9,55,"D","U","South East","London","Tin",0.01,4,0
"20879",49261047,6,54,"F","M","North","N West","Silver",3241.56,10,0
"20880",49263120,6,40,"F","F","South East","London","Gold",6000,1,0
"20881",49266847,5,48,"B","F","South East","London","Tin",0.01,8,0
"20882",49267886,9,45,"B","M","Midlands","Midlands","Silver",2000,5,0
"20883",49270593,13,60,"C","missing","Midlands","East","Gold",6000,1,0
"20884",49271158,8,50,"C","M","North","Yorkshire","Tin",0.01,5,0
"20885",49271719,9,32,"F","M","North","N West","Tin",0.01,5,1
"20886",49272260,11,NA,"F","M","Midlands","Midlands","Gold",6000,2,0
"20887",49273320,6,52,"A","M","South East","London","Silver",1044.71,14,0
"20888",49275340,13,43,"C","F","South East","London","Silver",5000,11,1
